id,x,y,brightness,color
38541,0.5331966259520622,0.3912181616878871,0.0996781724208889,#aabfff
62131,0.1840501928994904,0.034978785158999,0.0980103112826049,#f8f7ff
46293,0.0752009526385422,0.615545926965777,0.0977419771015972,#fff4ea
114134,0.6856228043178999,0.947490671344753,0.097606746736376,#f8f7ff
20234,0.8130984385828116,0.6843525569175184,0.0975072469275694,#cad7ff
116550,0.1782056306250982,0.471102584440717,0.0971827926613426,#f8f7ff
59548,0.4964431722264693,0.654863503085742,0.097164539884268,#f8f7ff
77266,0.9731732437800504,0.9033215185186956,0.0946367442159476,#f8f7ff
4726,0.2581964525454131,0.8477999092905031,0.0924625288117957,#f8f7ff
62051,0.9310582529151568,0.1848738239048758,0.0914348849061831,#f8f7ff
29400,0.999493399973045,0.2332167126945956,0.0905514875535002,#cad7ff
83896,0.973445298226058,0.6167991915674977,0.0890207971106742,#f8f7ff
79889,0.5181422757352525,0.4541917648991195,0.0875483469919543,#f8f7ff
8025,0.8853620349852092,0.6049904032621304,0.0871840242430271,#9bb0ff
78039,0.9825909684437784,0.3274610049783044,0.0853198635173832,#f8f7ff
109038,0.7365632771770745,0.1174069319960504,0.0849756432157942,#f8f7ff
116964,0.67222409629788,0.6463381023642398,0.0814260404533292,#cad7ff
15309,0.3202134958696437,0.9951605645965838,0.0803630808176476,#f8f7ff
113393,0.9748681805757424,0.783741113389737,0.0803454667666618,#cad7ff
61989,0.5112561027606475,0.8543884544614399,0.0788509524355595,#cad7ff
32676,0.6071020144446009,0.0609246649002165,0.0787765601221295,#cad7ff
35236,0.6599696096434591,0.5536392535895152,0.0784403345645577,#f8f7ff
31808,0.1095025296429629,0.2799809498319039,0.078361756105713,#cad7ff
68075,0.5386637571103748,0.3265347231562495,0.0777556852736701,#aabfff
49736,0.9001525350128805,0.9489276399795455,0.077728820564634,#fff4ea
49081,0.7714213925625438,0.1606481688156811,0.0768255584926822,#cad7ff
36941,0.1732739719228706,0.1212766381427515,0.0763951456108244,#fff4ea
49274,0.3843796846562092,0.6881535141027776,0.0761616240527496,#f8f7ff
40239,0.4200372719197395,0.5911361890403172,0.0758130814901016,#cad7ff
70014,0.99644016691913,0.566516061391316,0.0735481542627132,#aabfff
7306,0.1542326377884516,0.92666183544118,0.0733416049910372,#cad7ff
61773,0.4762815760474443,0.3062030137950287,0.0730464679688929,#fff4ea
63298,0.0514317616907031,0.0685165716123552,0.0724631669056543,#f8f7ff
93752,0.6181228656713453,0.583241286928826,0.0720250813323516,#aabfff
56467,0.1773385643500823,0.7485717193630679,0.0719765199730427,#cad7ff
67448,0.1174041538133287,0.7064194456687207,0.0711159357563002,#aabfff
111263,0.5167812831638716,0.856562617488171,0.0709085546227587,#cad7ff
54118,0.8651445316901953,0.0131291097550401,0.0699667377540637,#fff4ea
41431,0.9989402618232484,0.1474798914670532,0.0698528041819031,#cad7ff
50642,0.1164813592893644,0.419086306238941,0.0693710172020491,#aabfff
70239,0.774033258598885,0.4280410874197288,0.069077555694828,#f8f7ff
26685,0.8600555265418647,0.4478500675720085,0.0687223643139186,#f8f7ff
4199,0.0681361964935367,0.1323597141651961,0.0685063848686453,#fff4ea
42385,0.0477949406099203,0.9547270163424691,0.0672214309014668,#f8f7ff
114082,0.4632108938290609,0.0621829851166576,0.0668766303033314,#f8f7ff
11954,0.6707769598390125,0.692281737990324,0.0667713966570343,#cad7ff
2948,0.7170386037338589,0.4197815318615328,0.0664559629077134,#f8f7ff
41831,0.3067643119219066,0.624298044914893,0.0663666997790999,#cad7ff
42750,0.4405082215596914,0.4939210541185637,0.0654121928172633,#f8f7ff
18406,0.3010614495013477,0.0663808817802896,0.0646325301640028,#f8f7ff
115909,0.4859454405364684,0.0043171629826261,0.0641772547040499,#cad7ff
11644,0.6809234659630466,0.0824362249623172,0.0635371358031738,#aabfff
47298,0.116327913688099,0.7246352029742378,0.0634438872805326,#cad7ff
20933,0.4998005638540437,0.8981283133554607,0.0633568537265431,#cad7ff
71760,0.2937203149723957,0.2761003342377936,0.0626859212508872,#f8f7ff
95463,0.9041561833619236,0.305689495871165,0.0626496918148711,#f8f7ff
110502,0.2641754021793052,0.302254450897684,0.0626424920366632,#cad7ff
70205,0.93301460934783,0.5851731211275807,0.0624247021869305,#cad7ff
91520,0.6629106445639529,0.8546947497780313,0.0623545644851366,#cad7ff
81504,0.8379897028122043,0.0529009885571981,0.0619903724494259,#f8f7ff
46901,0.9205229966752696,0.6974179611318498,0.061871481277157,#f8f7ff
11089,0.4457261053107301,0.9408705587195424,0.0612559886707054,#cad7ff
27069,0.3820032045075675,0.6575216315109362,0.0606635687646087,#f8f7ff
85077,0.9888404761398784,0.7155301085969072,0.0600987019755039,#f8f7ff
55280,0.3135061887011586,0.8091925247287637,0.0598942464734421,#aabfff
56621,0.2366902778878221,0.3769015812219288,0.0598490472307272,#aabfff
16441,0.1801994227674994,0.7300972193592958,0.0597918094033357,#f8f7ff
108017,0.7308537962224025,0.3103896785614782,0.0597548221125042,#cad7ff
32395,0.9179674361380312,0.9515244610482138,0.0590572271762853,#f8f7ff
97007,0.4742646494600009,0.6587987063922124,0.0585808771804028,#cad7ff
1592,0.3608718530443463,0.7405838699845008,0.0584393753439728,#aabfff
105536,0.7047158592513166,0.4555346492186591,0.0583818928737848,#aabfff
31792,0.1829078703836495,0.6587324284007479,0.0580116832989611,#cad7ff
4636,0.4398533734208051,0.1704454542472064,0.0576806266791462,#fff4ea
114254,0.6350426228549004,0.580825086106566,0.0575551259895551,#f8f7ff
13917,0.7134224649092273,0.018373699178705,0.0574206803728078,#f8f7ff
19386,0.4696809784831777,0.2804246638722468,0.0573938176802447,#fff4ea
39528,0.7266977668403243,0.8450744302343096,0.057110389767713,#cad7ff
11522,0.2537872580377194,0.825064016302773,0.0570891759058146,#cad7ff
73385,0.225551059047567,0.9310510477322936,0.0567040742538618,#aabfff
45465,0.7924777855262823,0.0246842331152992,0.0566743564616996,#cad7ff
109404,0.190978516839442,0.3521789061242944,0.0566472682789941,#fff4ea
5908,0.7601274080994272,0.7795561218193822,0.056135330281236,#cad7ff
96583,0.7966201200479872,0.7429083542215386,0.0560486597123303,#cad7ff
79135,0.944434825661006,0.0353249340113887,0.0559888375284051,#cad7ff
42717,0.6586625186517551,0.8997118807243989,0.0556977939541737,#cad7ff
40155,0.5967723560676412,0.2315595198297512,0.055402592327951,#cad7ff
34133,0.707726835920371,0.3915953078329018,0.0549181954602167,#f8f7ff
32175,0.7373375501372329,0.1807097408931211,0.0547299905662001,#fff4ea
81731,0.0695444100405545,0.4616256859339509,0.0544868791585376,#fff4ea
87961,0.4432583065135559,0.7521158794157715,0.0542564662696162,#aabfff
19963,0.68852521556889,0.2983706682118999,0.0537589780154503,#f8f7ff
1540,0.3534005103103033,0.2641580883241929,0.0533869301676886,#cad7ff
63610,0.2054112188770946,0.6810782260833769,0.0531912805913795,#aabfff
90912,0.5201175982619904,0.7270180307896824,0.0521301052367262,#f8f7ff
113785,0.9006937603545302,0.5719978916523428,0.0518651703847493,#cad7ff
15553,0.737819375218076,0.2179896869277642,0.05183767434227,#f8f7ff
4208,0.7083784886928502,0.6174722800066352,0.0516804764295935,#f8f7ff
73950,0.2348745054592418,0.7069914058116032,0.0514043111426848,#f8f7ff
97696,0.8597426457330904,0.5662949107863336,0.0513531896034197,#f8f7ff
7859,0.0999525700673766,0.3025950819105206,0.051244736671683,#f8f7ff
20813,0.4475767108162116,0.3166575529320359,0.051103053319417,#cad7ff
46158,0.1257425133178728,0.4912752515855436,0.0507396742463601,#cad7ff
70326,0.9592609352988472,0.2943206112019484,0.0507122376659977,#f8f7ff
15731,0.3570824582765837,0.7403094612779432,0.0506734076205969,#cad7ff
4034,0.4835078784929296,0.9169427955103822,0.0502213179820671,#f8f7ff
4618,0.8857282419821148,0.3437897128280318,0.0500760807931182,#cad7ff
105943,0.319842041528133,0.7322545145014437,0.049862906989183,#cad7ff
5643,0.3503593680859569,0.0257296912228964,0.0496648822849731,#f8f7ff
102338,0.8382615283625612,0.2618856464586697,0.049626052858947,#aabfff
92590,0.9008710279131924,0.2086221268141634,0.0488297681432995,#fff4ea
110729,0.4835580830288945,0.5437502373850542,0.0487009628380229,#fff4ea
25105,0.3536364125324577,0.1523068246696341,0.0485107937859715,#aabfff
13437,0.5254638703782066,0.5919167763555571,0.0485020657622051,#9bb0ff
14716,0.3098393027492073,0.8824144192890444,0.0483357662049944,#f8f7ff
27569,0.5316060698625481,0.9954091196233732,0.0481142337666655,#cad7ff
14325,0.6596134256009613,0.3530646549746558,0.0480534009768333,#fff4ea
10544,0.6789423877051141,0.0534889563363777,0.0476571241670285,#f8f7ff
97706,0.7333368398198902,0.4047679111426562,0.0473882790440208,#fff4ea
55314,0.4733157058099624,0.4111300323512283,0.0472295911671824,#f8f7ff
91646,0.6513986679856836,0.420048604765286,0.0470839556573088,#f8f7ff
65475,0.3071697979962433,0.5831174304195013,0.0470061549851176,#cad7ff
9607,0.0330425694011495,0.8701126289847256,0.0468980120541816,#aabfff
84866,0.3790763584191385,0.5066271366574827,0.0468139963475501,#cad7ff
71630,0.4389946116356966,0.3066794023509983,0.0467653261169354,#cad7ff
11688,0.6074979009411082,0.9496641430114308,0.046730090317905,#aabfff
109400,0.8665827510070395,0.0134710171914394,0.0466147337165375,#f8f7ff
72798,0.1723650433941382,0.7759674774898065,0.0465876553491148,#cad7ff
117008,0.1208820755751154,0.1107120861196197,0.0465084986352312,#f8f7ff
95202,0.8789879881476795,0.5943788740185317,0.046465148865945,#ffd2a1
30607,0.6138046834663229,0.203114345634823,0.0462919557227237,#aabfff
69314,0.7065207415127084,0.3449751187085041,0.0461011727947211,#f8f7ff
69906,0.4952527241967585,0.9367097673317152,0.0458436741336251,#aabfff
75089,0.833412901580417,0.920346460800516,0.0455650282316878,#aabfff
99908,0.2395552464139277,0.2569013481995896,0.0454898584528698,#f8f7ff
100906,0.9719113080060322,0.8781356597073747,0.0453914920153955,#f8f7ff
16166,0.3070295300312171,0.1990345396562244,0.0453521789244096,#cad7ff
12779,0.959382365158747,0.7100266165741346,0.0452890826772619,#cad7ff
112460,0.3390576919081245,0.738385518861023,0.0451400408709677,#f8f7ff
87105,0.6800128674677132,0.6163862744672307,0.0451082846045014,#aabfff
45916,0.2554883267389055,0.703641221999042,0.0449111044269402,#aabfff
21055,0.6339873209901078,0.8443485018301208,0.0446453207257089,#aabfff
7499,0.7948307886074477,0.506061618389525,0.044532505507132,#f8f7ff
114797,0.7557821102522262,0.083263296991265,0.044375413103853,#f8f7ff
35121,0.802425092495205,0.2878553386475994,0.0441416216085883,#f8f7ff
59201,0.8469298059878717,0.8077324243868057,0.0438514430913613,#cad7ff
17090,0.2047662357336949,0.8861901574824765,0.0432422299568549,#f8f7ff
105054,0.9740960427648744,0.5764015471177187,0.042780721836677,#f8f7ff
103615,0.3796826488262678,0.5475232327898623,0.0427067873255227,#aabfff
38200,0.6418039991994127,0.3209137389732583,0.0423474691674426,#aabfff
9574,0.9472440150449366,0.9233016607370006,0.0422537074685632,#cad7ff
58573,0.4419702458123006,0.6467203809229874,0.0422449495552675,#cad7ff
56510,0.0441815150500847,0.2077952729336558,0.0420301545778151,#aabfff
111075,0.5566830294090911,0.7608259668338512,0.0419716454811212,#cad7ff
18623,0.1562889977508652,0.5161809479364964,0.041958187745672,#aabfff
27949,0.8792219295110746,0.2494504306631629,0.0419525947573717,#cad7ff
10218,0.0231800781444852,0.7913318515389992,0.0418761084598075,#cad7ff
5588,0.2934237758380249,0.3785090401934519,0.0417770089559984,#f8f7ff
89583,0.2222053998349254,0.3736240863390001,0.0417384341075486,#aabfff
92114,0.4455212578354525,0.0949280763798955,0.0415765481873474,#f8f7ff
117549,0.8779192688025186,0.167640884664079,0.041528704520993,#f8f7ff
91330,0.3190467431733876,0.6033525708169446,0.0414381132507444,#aabfff
63277,0.3087410125072495,0.7310691821579108,0.0411976708144639,#cad7ff
90005,0.3197502246892072,0.8216308205034043,0.0411961815834641,#f8f7ff
78922,0.5898915453134448,0.9174179926433346,0.0411242329654703,#aabfff
11257,0.5587092508613952,0.9009208168692756,0.0410344565655153,#9bb0ff
47910,0.4930646704612109,0.5665634458430233,0.0410323299566763,#aabfff
101074,0.6405760547729654,0.9015630156996464,0.0407321984791069,#cad7ff
88252,0.7636670137586209,0.2229770360319372,0.0407160011709723,#f8f7ff
90010,0.3862982129917615,0.8057998140583671,0.0405580283222617,#f8f7ff
42186,0.2802963129937014,0.3919309232763063,0.0405372249300598,#f8f7ff
84350,0.2347288511087704,0.999799384821216,0.0404822718323521,#aabfff
73755,0.7211673683634819,0.3570180188550222,0.0404153580498197,#aabfff
96082,0.9197357492991444,0.2182052619163557,0.0403476901093288,#cad7ff
108749,0.9651586704706424,0.2494932827910516,0.0403455516106331,#fff4ea
98591,0.07357992638918,0.7776653994687355,0.0403140163689491,#cad7ff
32518,0.2001096611660429,0.872459217898546,0.0399672008991614,#cad7ff
110969,0.6394957959143152,0.0452331167176095,0.0399362567973949,#aabfff
54466,0.7460259682784702,0.2173643055494146,0.0395845218890663,#f8f7ff
56616,0.8305995651617475,0.6803850443408015,0.0395084607285213,#cad7ff
64387,0.8923781051493868,0.1250187267628811,0.0394606656687314,#f8f7ff
6664,0.3215278003885979,0.1007401004163402,0.0394148848976446,#cad7ff
4007,0.0,0.7119697260901545,0.0391866811881372,#f8f7ff
1751,0.004779971189008,0.3477190499939099,0.0391030841667389,#fff4ea
109223,0.3025186897526853,0.5654752510753325,0.0389926066264317,#cad7ff
59421,0.6365767317668466,0.7361205760146632,0.0388471060837035,#aabfff
647,0.7018899818506468,0.4925867650225293,0.0386486646040907,#aabfff
83338,0.2540994335800011,0.1274790481001415,0.0384587430593232,#aabfff
84605,0.1812705007315406,0.8475800493173501,0.0382040769775294,#cad7ff
100205,0.4742246091091917,0.4293176413938473,0.0379926843890124,#f8f7ff
97977,0.0257014833357184,0.5280761482792125,0.0378477102911531,#aabfff
70574,0.5131828609313409,0.2540449991045043,0.0375372164502386,#cad7ff
47545,0.8301486887056022,0.5507855398845259,0.0373552516538812,#f8f7ff
27838,0.7301675563044093,0.895834865676812,0.0373369713921,#aabfff
66092,0.072867725709965,0.871431518239299,0.0371934857089419,#cad7ff
62043,0.8485514483358382,0.9522464575061634,0.0371802963163209,#cad7ff
102815,0.652506401933864,0.3668861334406119,0.0371721985276933,#fff4ea
39385,0.2346825194454464,0.0967086374374841,0.0370066987333571,#cad7ff
54762,0.649150815204163,0.7365464505779994,0.0369396341966023,#cad7ff
20043,0.5789862957046253,0.1146124601916565,0.03693100157182,#f8f7ff
46345,0.9940927912180972,0.6985851407599198,0.0368610858683315,#f8f7ff
108907,0.5028639098355923,0.6590366559296807,0.0368414197389216,#cad7ff
64370,0.0224068806117242,0.0823995554884256,0.0366835539355594,#f8f7ff
87145,0.9139737653866168,0.8651547697184997,0.0362477156127407,#aabfff
115042,0.9619307130481122,0.5499257893582458,0.0360666834267349,#aabfff
66940,0.7074820035848267,0.6894146735019488,0.0359067322769187,#f8f7ff
35073,0.8310193235793771,0.7516617224155084,0.0358604618482557,#cad7ff
58989,0.0713676404344359,0.8449772786334444,0.0357926315919076,#cad7ff
15740,0.965634278818744,0.6983393872484754,0.0357841571680849,#fff4ea
7148,0.1804395740596346,0.6829452763598665,0.0355703082501461,#cad7ff
52648,0.4505805403093018,0.7338507243206275,0.0350534124411051,#f8f7ff
91776,0.3899575989041123,0.089961003338127,0.0348961272238566,#f8f7ff
108201,0.6084862443406286,0.785189656761454,0.0347165433798992,#aabfff
34664,0.8646635276246775,0.9534318013667956,0.0346188720578122,#fff4ea
102588,0.4245520054738296,0.9933297379604504,0.0345596533405218,#fff4ea
2557,0.2216089544498143,0.0139696963283018,0.0345321301874838,#cad7ff
27134,0.9242162304957322,0.3204719685227292,0.0344413191155471,#aabfff
68786,0.678147971337545,0.4153683614026807,0.0344319324094519,#aabfff
101845,0.5226665220553912,0.9322897423330354,0.0344115627051318,#cad7ff
50237,0.0508799116812771,0.5837237779770525,0.0343746168713786,#fff4ea
47921,0.1749631981001438,0.5936623237771211,0.0341306982412525,#f8f7ff
26394,0.2807553864277735,0.5695346419756256,0.0340754885106952,#aabfff
37097,0.8181379557872214,0.9603429228869312,0.0340012066779497,#cad7ff
38517,0.5004521332315385,0.4791517553948101,0.0339544701605729,#f8f7ff
54640,0.7328550724456875,0.0650092298265225,0.0338215905997495,#cad7ff
75,0.3657286971054213,0.3181254383009224,0.0335290510150451,#cad7ff
6432,0.9656647990916402,0.2501722338483891,0.0334296428896253,#cad7ff
58912,0.4002183315887496,0.1160728322474696,0.0334149559216654,#cad7ff
86660,0.4768725516240664,0.8330913033737232,0.0333545616207992,#cad7ff
51095,0.9431981936900696,0.3387851998560471,0.0332849444456133,#fff4ea
69362,0.573748739540721,0.953850210692245,0.0331330855336475,#f8f7ff
97164,0.945124828496596,0.2293471918722639,0.033119691587229,#aabfff
89168,0.31721925443198,0.0014773777989594,0.0331143909004077,#aabfff
40506,0.9734837132786054,0.7700110980519352,0.0331005834311664,#cad7ff
86241,0.0800539568824804,0.2380347962514886,0.033091094757972,#aabfff
81868,0.5520495933105287,0.276133191224847,0.0329538712491255,#cad7ff
53688,0.77274715198963,0.8260205482980577,0.0328309549222607,#f8f7ff
13800,0.594316983640682,0.6160285715673108,0.0326652948671293,#cad7ff
48845,0.5211052916514327,0.795593194650129,0.0325547634127039,#f8f7ff
46718,0.3026092844863911,0.0862205352688325,0.0325245424979561,#9bb0ff
3482,0.126755891510388,0.574788270909156,0.0325188252784414,#cad7ff
110520,0.5852244774427751,0.4030379205708245,0.0324608748777467,#ffd2a1
20811,0.6337751781887061,0.4885114632413113,0.0323633835527869,#cad7ff
70135,0.8151316626736825,0.8044802478148668,0.0322469633321156,#f8f7ff
47289,0.3747280112025834,0.1061787504076851,0.0322287379788137,#cad7ff
33438,0.5542267604548119,0.5774451606851609,0.0321790183419238,#fff4ea
95371,0.6508698347916008,0.1017840401360965,0.031933428527738,#aabfff
93607,0.0659700797444804,0.812335565981146,0.0319198397327889,#aabfff
85338,0.8568487768631596,0.3978189583490897,0.0318054506477871,#aabfff
87369,0.404675838762823,0.4974447372070126,0.0318026803727116,#cad7ff
1356,0.9365801232455232,0.6882969435472304,0.0318023352932726,#fff4ea
51178,0.3825289726864143,0.7932125868902444,0.0317954333710176,#aabfff
87520,0.5601549050767387,0.4795028879917629,0.0317738456295445,#cad7ff
47379,0.1832661489633626,0.2111591416803074,0.03175029594195,#cad7ff
116127,0.5714300747853428,0.4622649713646128,0.0316718960390121,#f8f7ff
64547,0.185368586193918,0.2645595848418922,0.0316420186347412,#cad7ff
106464,0.1602940332613749,0.9804528500732514,0.0315314802186889,#f8f7ff
30537,0.8880809478135107,0.5266983131624005,0.0314881944149164,#fff4ea
96400,0.8973484137125965,0.9573391091835124,0.0313798067549674,#f8f7ff
96334,0.0365657922677138,0.5500436506447116,0.0312672207357804,#aabfff
59123,0.642982821044427,0.5452969185580056,0.031233420920511,#aabfff
57460,0.7797452460559786,0.1881326089602975,0.0311804224524915,#cad7ff
62662,0.1428647391044973,0.3072526529389454,0.0310712554735441,#cad7ff
12924,0.8940961038401949,0.4977835395379046,0.0310641488426785,#fff4ea
